SampNo.	SampSec	Day	Hour	Minute	Second
6.0984e+06	762.3	21	19	22	18
6.1065e+06	763.31	21	19	22	19
6.1146e+06	764.33	21	19	22	20
6.1227e+06	765.34	21	19	22	21
6.1308e+06	766.35	21	19	22	22
6.1389e+06	767.36	21	19	22	23
6.147e+06	768.38	21	19	22	24
6.1551e+06	769.39	21	19	22	25
6.1632e+06	770.4	21	19	22	26
6.1713e+06	771.41	21	19	22	27
6.1794e+06	772.42	21	19	22	28
6.1875e+06	773.43	21	19	22	29
6.1956e+06	774.45	21	19	22	30
6.2037e+06	775.46	21	19	22	31
6.2118e+06	776.47	21	19	22	32
6.2199e+06	777.48	21	19	22	33
6.2279e+06	778.49	21	19	22	34
6.236e+06	779.51	21	19	22	35
6.2441e+06	780.52	21	19	22	36
6.2522e+06	781.53	21	19	22	37
6.2603e+06	782.54	21	19	22	38
6.2684e+06	783.55	21	19	22	39
6.2765e+06	784.56	21	19	22	40
6.2846e+06	785.58	21	19	22	41
6.2927e+06	786.59	21	19	22	42
6.3008e+06	787.6	21	19	22	43
6.3089e+06	788.61	21	19	22	44
6.317e+06	789.62	21	19	22	45
6.3251e+06	790.64	21	19	22	46
6.3332e+06	791.65	21	14	10	47
6.3413e+06	792.66	21	19	22	48
6.3494e+06	793.67	21	19	22	49
6.3575e+06	794.68	21	19	22	50
6.3656e+06	795.7	21	19	22	51
6.3737e+06	796.71	21	19	22	52
6.3818e+06	797.72	21	19	22	53
6.3899e+06	798.73	21	19	22	54
6.3979e+06	799.74	21	19	22	55
6.406e+06	800.76	21	19	22	56
6.4142e+06	801.77	21	19	22	57
6.4222e+06	802.78	21	19	22	58
6.4303e+06	803.79	21	19	22	59
6.4384e+06	804.8	21	19	23	0
6.4465e+06	805.82	21	19	23	1
6.4546e+06	806.83	21	19	23	2
6.4627e+06	807.84	21	19	23	3
6.4708e+06	808.85	21	19	23	4
6.4789e+06	809.87	21	19	23	5
6.487e+06	810.88	21	19	23	6
6.4951e+06	811.89	21	19	23	7
0	0	21	19	23	8
0	0	21	19	23	9
6.5194e+06	814.92	21	19	23	10
6.5275e+06	815.94	21	19	23	11
6.5356e+06	816.95	21	19	23	12
6.5437e+06	817.96	21	19	23	13
6.5518e+06	818.97	21	19	23	14
6.5599e+06	819.98	21	19	23	15
6.568e+06	820.99	21	19	23	16
6.5761e+06	822.01	21	19	23	17
6.5842e+06	823.02	21	19	23	18
6.5923e+06	824.03	21	19	23	19
6.6003e+06	825.04	21	19	23	20
6.6084e+06	826.05	21	19	23	21
6.6165e+06	827.07	21	19	23	22
6.6246e+06	828.08	21	19	23	23
6.6327e+06	829.09	21	19	23	24
6.6408e+06	830.1	21	19	23	25
6.6489e+06	831.11	21	19	23	26
6.657e+06	832.12	21	19	23	27
6.6651e+06	833.14	21	19	23	28
6.6732e+06	834.15	21	19	23	29
6.6813e+06	835.16	21	19	23	30
6.6894e+06	836.17	21	19	23	31
6.6975e+06	837.18	21	19	23	32
6.7056e+06	838.2	21	19	23	33
6.7137e+06	839.21	21	19	23	34
6.7218e+06	840.22	21	19	23	35
6.7299e+06	841.23	21	19	23	36
6.738e+06	842.24	21	19	23	37
6.746e+06	843.26	21	19	23	38
6.7542e+06	844.27	21	19	23	39
6.7622e+06	845.28	21	19	23	40
6.7703e+06	846.29	21	19	23	41
6.7784e+06	847.3	21	19	23	42
6.7865e+06	848.31	21	19	23	43
6.7946e+06	849.33	21	19	23	44
6.8027e+06	850.34	21	19	23	45
6.8108e+06	851.35	21	19	23	46
6.8189e+06	852.36	21	19	23	47
6.827e+06	853.37	21	19	23	48
6.8351e+06	854.38	21	19	23	49
6.8432e+06	855.4	21	19	23	50
6.8513e+06	856.41	21	19	23	51
6.8594e+06	857.42	21	19	23	52
6.8674e+06	858.43	21	19	23	53
6.8756e+06	859.44	21	19	23	54
6.8836e+06	860.45	21	19	23	55
6.8917e+06	861.47	21	19	23	56
0	0	21	19	23	57
0	0	21	19	23	58
6.916e+06	864.5	21	19	23	59
6.9241e+06	865.51	21	19	24	0
6.9322e+06	866.52	21	19	24	1
6.9403e+06	867.53	21	19	24	2
6.9484e+06	868.54	21	19	24	3
6.9564e+06	869.56	21	19	24	4
6.9645e+06	870.57	21	19	24	5
6.9726e+06	871.58	21	19	24	6
6.9807e+06	872.59	21	19	24	7
6.9888e+06	873.6	21	19	24	8
6.9969e+06	874.61	21	19	24	9
7.005e+06	875.62	21	19	24	10
7.0131e+06	876.64	21	19	24	11
7.0212e+06	877.65	21	19	24	12
7.0293e+06	878.66	21	19	24	13
7.0374e+06	879.67	21	19	24	14
7.0455e+06	880.68	21	19	24	15
7.0535e+06	881.69	21	19	24	16
7.0616e+06	882.7	21	19	24	17
7.0697e+06	883.72	21	19	24	18
7.0778e+06	884.73	21	19	24	19
7.0859e+06	885.74	21	19	24	20
7.094e+06	886.75	21	19	24	21
7.1021e+06	887.76	21	19	24	22
7.1102e+06	888.77	21	19	24	23
7.1182e+06	889.78	21	19	24	24
7.1263e+06	890.79	21	19	24	25
7.1344e+06	891.8	21	19	24	26
7.1425e+06	892.82	21	19	24	27
7.1506e+06	893.83	21	19	24	28
7.1587e+06	894.84	21	19	24	29
7.1668e+06	895.85	21	19	24	30
7.1749e+06	896.86	21	19	24	31
7.183e+06	897.87	21	19	24	32
7.191e+06	898.88	21	19	24	33
7.1991e+06	899.89	21	19	24	34
7.2072e+06	900.9	21	19	24	35
7.2153e+06	901.92	21	19	24	36
7.2234e+06	902.92	21	19	24	37
7.2315e+06	903.94	21	19	24	38
7.2396e+06	904.95	21	19	24	39
7.2477e+06	905.96	21	19	24	40
7.2557e+06	906.97	21	19	24	41
7.2638e+06	907.98	21	19	24	42
7.2719e+06	908.99	21	19	24	43
7.28e+06	910	21	19	24	44
7.2881e+06	911.01	21	19	24	45
7.2962e+06	912.03	21	19	24	46
7.3043e+06	913.04	21	19	24	47
7.3124e+06	914.05	21	19	24	48
7.3205e+06	915.06	21	19	24	49
7.3286e+06	916.07	21	19	24	50
7.3367e+06	917.08	21	19	24	51
7.3447e+06	918.09	21	19	24	52
7.3528e+06	919.11	21	19	24	53
7.3609e+06	920.12	21	19	24	54
7.369e+06	921.13	21	19	24	55
7.3771e+06	922.14	21	19	24	56
7.3852e+06	923.15	21	19	24	57
7.3933e+06	924.16	21	19	24	58
7.4014e+06	925.17	21	19	24	59
7.4095e+06	926.18	21	19	25	0
7.4175e+06	927.19	21	19	25	1
7.4256e+06	928.2	21	19	25	2
7.4337e+06	929.22	21	19	25	3
7.4418e+06	930.23	21	19	25	4
7.4499e+06	931.24	21	19	25	5
7.458e+06	932.25	21	19	25	6
7.4661e+06	933.26	21	19	25	7
7.4742e+06	934.27	21	19	25	8
7.4823e+06	935.28	21	19	25	9
7.4904e+06	936.3	21	19	25	10
7.4985e+06	937.31	21	19	25	11
7.5065e+06	938.32	21	19	25	12
7.5146e+06	939.33	21	19	25	13
7.5227e+06	940.34	21	19	25	14
7.5308e+06	941.35	21	19	25	15
7.5389e+06	942.36	21	19	25	16
7.547e+06	943.37	21	19	25	17
7.5551e+06	944.39	21	19	25	18
7.5632e+06	945.4	21	19	25	19
7.5713e+06	946.41	21	19	25	20
7.5793e+06	947.42	21	19	25	21
7.5875e+06	948.43	21	19	25	22
7.5955e+06	949.44	21	19	25	23
7.6036e+06	950.45	21	19	25	24
7.6117e+06	951.46	21	19	25	25
7.6198e+06	952.48	21	19	25	26
7.6279e+06	953.49	21	19	25	27
7.636e+06	954.5	21	19	25	28
7.6441e+06	955.51	21	19	25	29
7.6522e+06	956.52	21	19	25	30
7.6603e+06	957.53	21	19	25	31
7.6683e+06	958.54	21	19	25	32
7.6764e+06	959.56	21	19	25	33
7.6845e+06	960.57	21	19	25	34
7.6926e+06	961.58	21	19	25	35
7.7007e+06	962.59	21	19	25	36
7.7088e+06	963.6	21	19	25	37
7.7169e+06	964.61	21	9	25	38
7.725e+06	965.62	21	19	25	39
7.7331e+06	966.64	21	19	25	40
7.7412e+06	967.65	21	19	25	41
7.7493e+06	968.66	21	19	25	42
7.7574e+06	969.67	21	19	25	43
7.7655e+06	970.68	21	19	25	44
7.7736e+06	971.69	21	19	25	45
7.7817e+06	972.71	21	19	25	46
7.7898e+06	973.72	21	19	25	47
7.7979e+06	974.73	21	19	25	48
7.8059e+06	975.74	21	19	25	49
7.814e+06	976.75	21	19	25	50
7.8221e+06	977.77	21	19	25	51
7.8302e+06	978.78	21	19	25	52
7.8383e+06	979.79	21	19	25	53
7.8464e+06	980.8	21	19	25	54
7.8545e+06	981.81	21	19	25	55
7.8626e+06	982.83	21	19	25	56
7.8707e+06	983.84	21	19	25	57
7.8788e+06	984.85	21	19	25	58
7.8869e+06	985.86	21	19	25	59
7.895e+06	986.87	21	19	26	0
7.9031e+06	987.89	21	19	26	1
7.9112e+06	988.9	21	19	26	2
7.9193e+06	989.91	21	19	26	3
7.9274e+06	990.92	21	19	26	4
7.9355e+06	991.93	21	19	26	5
7.9436e+06	992.95	21	19	26	6
7.9517e+06	993.96	21	19	26	7
7.9598e+06	994.97	21	19	26	8
7.9679e+06	995.98	21	19	26	9
7.976e+06	996.99	21	19	26	10
7.9841e+06	998.01	21	19	26	11
7.9921e+06	999.02	21	19	26	12
8.0002e+06	1000	21	19	26	13
8.0083e+06	1001	21	19	26	14
8.0164e+06	1002.1	21	19	26	15
8.0245e+06	1003.1	21	19	26	16
8.0326e+06	1004.1	21	19	26	17
8.0407e+06	1005.1	21	19	26	18
8.0488e+06	1006.1	21	19	26	19
8.0569e+06	1007.1	21	19	26	20
8.065e+06	1008.1	21	19	26	21
8.0731e+06	1009.1	21	19	26	22
8.0812e+06	1010.1	21	19	26	23
8.0893e+06	1011.2	21	19	26	24
8.0974e+06	1012.2	21	19	26	25
8.1055e+06	1013.2	21	19	26	26
8.1136e+06	1014.2	21	19	26	27
8.1217e+06	1015.2	21	19	26	28
8.1298e+06	1016.2	21	19	26	29
8.1379e+06	1017.2	21	19	26	30
8.1459e+06	1018.2	21	19	26	31
8.1541e+06	1019.3	21	19	26	32
8.1621e+06	1020.3	21	19	26	33
8.1702e+06	1021.3	21	19	26	34
8.1783e+06	1022.3	21	19	26	35
8.1864e+06	1023.3	21	19	26	36
8.1945e+06	1024.3	21	19	26	37
8.2026e+06	1025.3	21	19	26	38
8.2107e+06	1026.3	21	19	26	39
8.2188e+06	1027.3	21	19	26	40
8.2269e+06	1028.4	21	19	26	41
8.235e+06	1029.4	21	19	26	42
8.2431e+06	1030.4	21	19	26	43
8.2512e+06	1031.4	21	19	26	44
8.2593e+06	1032.4	21	19	26	45
8.2673e+06	1033.4	21	19	26	46
8.2754e+06	1034.4	21	19	26	47
8.2836e+06	1035.4	21	19	26	48
8.2916e+06	1036.5	21	19	26	49
8.2997e+06	1037.5	21	19	26	50
8.3078e+06	1038.5	21	19	26	51
8.3159e+06	1039.5	21	19	26	52
8.324e+06	1040.5	21	19	26	53
8.3321e+06	1041.5	21	19	26	54
8.3402e+06	1042.5	21	19	26	55
8.3483e+06	1043.5	21	19	26	56
8.3564e+06	1044.5	21	19	26	57
8.3645e+06	1045.6	21	19	26	58
8.3726e+06	1046.6	21	19	26	59
8.3807e+06	1047.6	21	19	27	0
8.3888e+06	1048.6	21	19	27	1
8.3968e+06	1049.6	21	19	27	2
8.405e+06	1050.6	21	19	27	3
8.413e+06	1051.6	21	19	27	4
8.4211e+06	1052.6	21	19	27	5
8.4292e+06	1053.7	21	19	27	6
0	0	21	19	27	7
0	0	21	19	27	8
8.4535e+06	1056.7	21	19	27	9
8.4616e+06	1057.7	21	19	27	10
8.4697e+06	1058.7	21	19	27	11
8.4778e+06	1059.7	21	19	27	12
8.4859e+06	1060.7	21	19	27	13
8.494e+06	1061.8	21	19	27	14
8.5021e+06	1062.8	21	19	27	15
8.5102e+06	1063.8	21	19	27	16
8.5183e+06	1064.8	21	19	27	17
8.5264e+06	1065.8	21	19	27	18
8.5345e+06	1066.8	21	19	27	19
8.5426e+06	1067.8	21	19	27	20
8.5507e+06	1068.8	21	19	27	21
8.5588e+06	1069.8	21	19	27	22
8.5669e+06	1070.9	21	19	27	23
8.575e+06	1071.9	21	19	27	24
8.5831e+06	1072.9	21	19	27	25
8.5912e+06	1073.9	21	19	27	26
8.5992e+06	1074.9	21	19	27	27
8.6073e+06	1075.9	21	22	47	28
8.6154e+06	1076.9	21	19	27	29
8.6235e+06	1077.9	21	19	27	30
8.6316e+06	1079	21	19	27	31
8.6397e+06	1080	21	19	27	32
8.6478e+06	1081	21	19	27	33
8.6559e+06	1082	21	19	27	34
8.664e+06	1083	21	19	27	35
8.6721e+06	1084	21	19	27	36
8.6802e+06	1085	21	19	27	37
8.6883e+06	1086	21	19	27	38
8.6964e+06	1087	21	19	27	39
8.7045e+06	1088.1	21	19	27	40
8.7126e+06	1089.1	21	19	27	41
8.7207e+06	1090.1	21	19	27	42
8.7288e+06	1091.1	21	19	27	43
8.7368e+06	1092.1	21	19	27	44
8.745e+06	1093.1	21	19	27	45
8.753e+06	1094.1	21	19	27	46
8.7611e+06	1095.1	21	19	27	47
8.7692e+06	1096.2	21	19	27	48
8.7773e+06	1097.2	21	19	27	49
8.7854e+06	1098.2	21	19	27	50
8.7935e+06	1099.2	21	19	27	51
8.8016e+06	1100.2	21	19	27	52
8.8097e+06	1101.2	21	19	27	53
8.8178e+06	1102.2	21	19	27	54
8.8259e+06	1103.2	21	19	27	55
8.834e+06	1104.3	21	19	27	56
8.8421e+06	1105.3	21	19	27	57
8.8502e+06	1106.3	21	19	27	58
8.8583e+06	1107.3	21	19	27	59
8.8664e+06	1108.3	21	19	28	0
8.8745e+06	1109.3	21	19	28	1
8.8826e+06	1110.3	21	19	28	2
8.8907e+06	1111.3	21	19	28	3
8.8988e+06	1112.3	21	19	28	4
8.9069e+06	1113.4	21	19	28	5
8.915e+06	1114.4	21	19	28	6
8.9231e+06	1115.4	21	19	28	7
8.9311e+06	1116.4	21	19	28	8
8.9392e+06	1117.4	21	19	28	9
8.9473e+06	1118.4	21	19	28	10
8.9554e+06	1119.4	21	19	28	11
0	0	21	19	28	12
0	0	21	19	28	13
8.9797e+06	1122.5	21	19	28	14
8.9878e+06	1123.5	21	19	28	15
8.9959e+06	1124.5	21	19	28	16
9.004e+06	1125.5	21	19	28	17
9.0121e+06	1126.5	21	19	28	18
9.0202e+06	1127.5	21	19	28	19
9.0283e+06	1128.5	21	19	28	20
9.0363e+06	1129.5	21	19	28	21
9.0444e+06	1130.6	21	19	28	22
9.0525e+06	1131.6	21	19	28	23
9.0606e+06	1132.6	21	19	28	24
9.0687e+06	1133.6	21	19	28	25
9.0768e+06	1134.6	21	19	28	26
9.0849e+06	1135.6	21	19	28	27
9.093e+06	1136.6	21	19	28	28
9.1011e+06	1137.6	21	19	28	29
9.1091e+06	1138.6	21	19	28	30
9.1172e+06	1139.7	21	19	28	31
9.1253e+06	1140.7	21	19	28	32
9.1334e+06	1141.7	21	19	28	33
9.1415e+06	1142.7	21	19	28	34
9.1496e+06	1143.7	21	19	28	35
9.1577e+06	1144.7	21	19	28	36
9.1658e+06	1145.7	21	19	28	37
9.1739e+06	1146.7	21	19	28	38
9.182e+06	1147.7	21	19	28	39
9.1901e+06	1148.8	21	19	28	40
9.1981e+06	1149.8	21	19	28	41
9.2062e+06	1150.8	21	19	28	42
9.2143e+06	1151.8	21	19	28	43
9.2224e+06	1152.8	21	19	28	44
9.2305e+06	1153.8	21	19	28	45
9.2386e+06	1154.8	21	19	28	46
9.2467e+06	1155.8	21	19	28	47
9.2548e+06	1156.8	21	19	28	48
0	0	21	19	28	49
0	0	21	19	28	50
9.2791e+06	1159.9	21	19	28	51
9.2871e+06	1160.9	21	19	28	52
9.2952e+06	1161.9	21	19	28	53
9.3033e+06	1162.9	21	19	28	54
9.3114e+06	1163.9	21	19	28	55
9.3195e+06	1164.9	21	19	28	56
9.3276e+06	1165.9	21	19	28	57
9.3357e+06	1167	21	19	28	58
9.3438e+06	1168	21	19	28	59
9.3519e+06	1169	21	19	29	0
9.3599e+06	1170	21	19	29	1
9.368e+06	1171	21	19	29	2
0	0	21	19	29	3
0	0	21	19	29	4
9.3923e+06	1174	21	19	29	5
9.4004e+06	1175	21	19	29	6
9.4085e+06	1176.1	21	19	29	7
9.4166e+06	1177.1	21	19	29	8
9.4247e+06	1178.1	21	19	29	9
9.4328e+06	1179.1	21	19	29	10
9.4409e+06	1180.1	21	19	29	11
9.4489e+06	1181.1	21	19	29	12
9.457e+06	1182.1	21	19	29	13
9.4651e+06	1183.1	21	19	29	14
9.4732e+06	1184.2	21	19	29	15
9.4813e+06	1185.2	21	19	29	16
9.4894e+06	1186.2	21	19	29	17
9.4975e+06	1187.2	21	19	29	18
9.5056e+06	1188.2	21	19	29	19
9.5137e+06	1189.2	21	19	29	20
9.5218e+06	1190.2	21	19	29	21
9.5299e+06	1191.2	21	19	29	22
9.5379e+06	1192.2	21	19	29	23
9.546e+06	1193.3	21	19	29	24
9.5541e+06	1194.3	21	19	29	25
9.5622e+06	1195.3	21	19	29	26
9.5703e+06	1196.3	21	19	29	27
9.5784e+06	1197.3	21	19	29	28
9.5865e+06	1198.3	21	19	29	29
9.5946e+06	1199.3	21	19	29	30
9.6027e+06	1200.3	21	19	29	31
9.6108e+06	1201.3	21	19	29	32
9.6189e+06	1202.4	21	19	29	33
9.6269e+06	1203.4	21	19	29	34
9.635e+06	1204.4	21	19	29	35
0	0	21	19	29	36
0	0	21	19	29	37
9.6593e+06	1207.4	21	19	29	38
9.6674e+06	1208.4	21	19	29	39
9.6755e+06	1209.4	21	19	29	40
9.6836e+06	1210.4	21	19	29	41
9.6917e+06	1211.5	21	19	29	42
9.6998e+06	1212.5	21	19	29	43
9.7079e+06	1213.5	21	19	29	44
9.716e+06	1214.5	21	19	29	45
9.7241e+06	1215.5	21	19	29	46
9.7321e+06	1216.5	21	19	29	47
9.7402e+06	1217.5	21	19	29	48
9.7483e+06	1218.5	21	19	29	49
9.7564e+06	1219.6	21	19	29	50
9.7645e+06	1220.6	21	19	29	51
9.7726e+06	1221.6	21	19	29	52
9.7807e+06	1222.6	21	19	29	53
9.7888e+06	1223.6	21	19	29	54
9.7969e+06	1224.6	21	19	29	55
9.805e+06	1225.6	21	19	29	56
9.8130e+06	1226.6	21	19	29	57
9.8211e+06	1227.6	21	19	29	58
9.8292e+06	1228.7	21	19	29	59
9.8373e+06	1229.7	21	19	30	0
9.8454e+06	1230.7	21	19	30	1
9.8535e+06	1231.7	21	19	30	2
9.8616e+06	1232.7	21	19	30	3
9.8697e+06	1233.7	21	19	30	4
9.8778e+06	1234.7	21	19	30	5
9.8859e+06	1235.7	21	19	30	6
9.894e+06	1236.7	21	19	30	7
9.9021e+06	1237.8	21	19	30	8
9.9102e+06	1238.8	21	19	30	9
9.9182e+06	1239.8	21	19	30	10
9.9263e+06	1240.8	21	19	30	11
9.9344e+06	1241.8	21	19	30	12
9.9425e+06	1242.8	21	19	30	13
9.9506e+06	1243.8	21	19	38	14
9.9587e+06	1244.8	21	19	30	15
9.9668e+06	1245.8	21	19	30	16
9.9749e+06	1246.9	21	19	30	17
9.983e+06	1247.9	21	19	30	18
9.9911e+06	1248.9	21	19	30	19
9.9992e+06	1249.9	21	19	30	20
1.0007e+07	1250.9	21	19	30	21
1.0015e+07	1251.9	21	19	30	22
1.0023e+07	1252.9	21	19	30	23
1.0032e+07	1253.9	21	19	30	24
1.004e+07	1255	21	19	30	25
1.0048e+07	1256	21	19	30	26
1.0056e+07	1257	21	19	30	27
1.0064e+07	1258	21	19	30	28
1.0072e+07	1259	21	19	30	29
1.008e+07	1260	21	19	30	30
1.0088e+07	1261	21	19	30	31
1.0096e+07	1262	21	19	30	32
1.0104e+07	1263	21	19	30	33
1.0112e+07	1264.1	21	19	30	34
1.0121e+07	1265.1	21	19	30	35
1.0129e+07	1266.1	21	19	30	36
1.0137e+07	1267.1	21	19	30	37
1.0145e+07	1268.1	21	19	30	38
1.0153e+07	1269.1	21	19	30	39
1.0161e+07	1270.1	21	19	30	40
1.0169e+07	1271.1	21	19	30	41
1.0177e+07	1272.1	21	19	30	42
1.0185e+07	1273.2	21	19	30	43
1.0193e+07	1274.2	21	19	30	44
1.0201e+07	1275.2	21	19	30	45
1.021e+07	1276.2	21	19	30	46
1.0218e+07	1277.2	21	19	30	47
1.0226e+07	1278.2	21	19	30	48
1.0234e+07	1279.2	21	19	30	49
1.0242e+07	1280.2	21	19	30	50
1.025e+07	1281.3	21	19	30	51
1.0258e+07	1282.3	21	19	30	52
1.0266e+07	1283.3	21	19	30	53
1.0274e+07	1284.3	21	19	30	54
1.0282e+07	1285.3	21	19	30	55
1.029e+07	1286.3	21	19	30	56
1.0299e+07	1287.3	21	19	30	57
1.0307e+07	1288.3	21	19	30	58
1.0315e+07	1289.3	21	19	30	59
1.0323e+07	1290.4	21	19	31	0
1.0331e+07	1291.4	21	19	31	1
1.0339e+07	1292.4	21	19	31	2
1.0347e+07	1293.4	21	19	31	3
1.0355e+07	1294.4	21	19	31	4
1.0363e+07	1295.4	21	19	31	5
1.0371e+07	1296.4	21	19	31	6
1.0379e+07	1297.4	21	19	31	7
1.0388e+07	1298.4	21	19	31	8
1.0396e+07	1299.5	21	19	31	9
1.0404e+07	1300.5	21	19	31	10
1.0412e+07	1301.5	21	19	31	11
1.042e+07	1302.5	21	19	31	12
1.0428e+07	1303.5	21	19	31	13
1.0436e+07	1304.5	21	19	31	14
1.0444e+07	1305.5	21	19	31	15
1.0452e+07	1306.5	21	19	31	16
1.046e+07	1307.5	21	19	31	17
1.0468e+07	1308.6	21	19	31	18
1.0477e+07	1309.6	21	19	31	19
1.0485e+07	1310.6	21	19	31	20
1.0493e+07	1311.6	21	19	31	21
1.0501e+07	1312.6	21	19	31	22
1.0509e+07	1313.6	21	19	31	23
1.0517e+07	1314.6	21	19	31	24
1.0525e+07	1315.6	21	19	31	25
1.0533e+07	1316.7	21	19	31	26
1.0541e+07	1317.7	21	19	31	27
1.0549e+07	1318.7	21	19	31	28
1.0558e+07	1319.7	21	19	31	29
1.0566e+07	1320.7	21	19	31	30
1.0574e+07	1321.7	21	19	31	31
1.0582e+07	1322.7	21	19	31	32
1.059e+07	1323.7	21	19	31	33
1.0598e+07	1324.7	21	19	31	34
1.0606e+07	1325.8	21	19	31	35
1.0614e+07	1326.8	21	19	31	36
1.0622e+07	1327.8	21	19	31	37
1.063e+07	1328.8	21	19	31	38
1.0638e+07	1329.8	21	19	31	39
1.0647e+07	1330.8	21	19	31	40
1.0655e+07	1331.8	21	19	31	41
1.0663e+07	1332.8	21	19	31	42
1.0671e+07	1333.8	21	19	31	43
1.0679e+07	1334.9	21	19	31	44
1.0687e+07	1335.9	21	19	31	45
1.0695e+07	1336.9	21	19	31	46
1.0703e+07	1337.9	21	19	31	47
1.0711e+07	1338.9	21	19	31	48
1.0719e+07	1339.9	21	19	31	49
1.0727e+07	1340.9	21	19	31	50
1.0736e+07	1341.9	21	19	31	51
1.0744e+07	1343	21	19	31	52
1.0752e+07	1344	21	19	31	53
1.076e+07	1345	21	19	31	54
1.0768e+07	1346	21	19	31	55
1.0776e+07	1347	21	19	31	56
1.0784e+07	1348	21	19	31	57
1.0792e+07	1349	21	19	31	58
1.08e+07	1350	21	21	31	59
1.0808e+07	1351	21	19	32	0
1.0816e+07	1352.1	21	19	32	1
1.0825e+07	1353.1	21	19	32	2
1.0833e+07	1354.1	21	19	32	3
1.0841e+07	1355.1	21	19	32	4
1.0849e+07	1356.1	21	19	32	5
1.0857e+07	1357.1	21	19	32	6
1.0865e+07	1358.1	21	19	32	7
1.0873e+07	1359.1	21	19	32	8
1.0881e+07	1360.1	21	19	32	9
1.0889e+07	1361.2	21	19	32	10
1.0897e+07	1362.2	21	19	32	11
1.0905e+07	1363.2	21	19	32	12
1.0914e+07	1364.2	21	19	32	13
1.0922e+07	1365.2	21	19	32	14
1.093e+07	1366.2	21	19	32	15
1.0938e+07	1367.2	21	19	32	16
1.0946e+07	1368.2	21	19	32	17
1.0954e+07	1369.2	21	19	32	18
1.0962e+07	1370.3	21	19	32	19
1.097e+07	1371.3	21	19	32	20
1.0978e+07	1372.3	21	19	32	21
1.0986e+07	1373.3	21	19	32	22
1.0994e+07	1374.3	21	19	32	23
1.1003e+07	1375.3	21	19	32	24
1.1011e+07	1376.3	21	19	32	25
1.1019e+07	1377.3	21	19	32	26
1.1027e+07	1378.4	21	19	32	27
1.1035e+07	1379.4	21	19	32	28
1.1043e+07	1380.4	21	19	32	29
1.1051e+07	1381.4	21	19	32	30
1.1059e+07	1382.4	21	19	32	31
1.1067e+07	1383.4	21	19	32	32
1.1075e+07	1384.4	21	19	32	33
1.1083e+07	1385.4	21	19	32	34
1.1092e+07	1386.4	21	19	32	35
1.11e+07	1387.5	21	19	32	36
1.1108e+07	1388.5	21	19	32	37
1.1116e+07	1389.5	21	19	32	38
1.1124e+07	1390.5	21	19	32	39
1.1132e+07	1391.5	21	19	32	40
1.114e+07	1392.5	21	19	32	41
1.1148e+07	1393.5	21	19	32	42
1.1156e+07	1394.5	21	19	32	43
1.1164e+07	1395.5	21	19	32	44
1.1172e+07	1396.6	21	19	32	45
1.1181e+07	1397.6	21	19	32	46
1.1189e+07	1398.6	21	19	32	47
1.1197e+07	1399.6	21	19	32	48
1.1205e+07	1400.6	21	19	32	49
1.1213e+07	1401.6	21	19	32	50
1.1221e+07	1402.6	21	19	32	51
1.1229e+07	1403.6	21	19	32	52
1.1237e+07	1404.6	21	19	32	53
1.1245e+07	1405.7	21	19	32	54
1.1253e+07	1406.7	21	19	32	55
1.1261e+07	1407.7	21	19	32	56
1.127e+07	1408.7	21	19	32	57
1.1278e+07	1409.7	21	19	32	58
1.1286e+07	1410.7	21	19	32	59
1.1294e+07	1411.7	21	19	33	0
1.1302e+07	1412.7	21	19	33	1
1.131e+07	1413.7	21	19	33	2
1.1318e+07	1414.8	21	19	33	3
1.1326e+07	1415.8	21	19	33	4
1.1334e+07	1416.8	21	19	33	5
1.1342e+07	1417.8	21	19	33	6
1.135e+07	1418.8	21	19	33	7
1.1359e+07	1419.8	21	19	33	8
1.1367e+07	1420.8	21	19	33	9
1.1375e+07	1421.8	21	19	33	10
1.1383e+07	1422.8	21	19	33	11
1.1391e+07	1423.9	21	19	33	12
1.1399e+07	1424.9	21	19	33	13
1.1407e+07	1425.9	21	19	33	14
1.1415e+07	1426.9	21	19	33	15
1.1423e+07	1427.9	21	19	33	16
1.1431e+07	1428.9	21	19	33	17
1.1439e+07	1429.9	21	19	33	18
1.1447e+07	1430.9	21	19	33	19
1.1456e+07	1431.9	21	19	33	20
1.1464e+07	1433	21	19	33	21
1.1472e+07	1434	21	19	33	22
1.148e+07	1435	21	19	33	23
1.1488e+07	1436	21	19	33	24
1.1496e+07	1437	21	19	33	25
1.1504e+07	1438	21	19	33	26
1.1512e+07	1439	21	19	33	27
1.152e+07	1440	21	19	33	28
1.1528e+07	1441	21	19	33	29
1.1536e+07	1442.1	21	19	33	30
1.1545e+07	1443.1	21	19	33	31
1.1553e+07	1444.1	21	19	33	32
1.1561e+07	1445.1	21	19	33	33
1.1569e+07	1446.1	21	19	33	34
1.1577e+07	1447.1	21	19	33	35
1.1585e+07	1448.1	21	19	33	36
1.1593e+07	1449.1	21	19	33	37
1.1601e+07	1450.2	21	19	33	38
1.1609e+07	1451.2	21	19	33	39
1.1617e+07	1452.2	21	19	33	40
1.1625e+07	1453.2	21	19	33	41
1.1634e+07	1454.2	21	19	33	42
1.1642e+07	1455.2	21	19	33	43
1.165e+07	1456.2	21	19	33	44
1.1658e+07	1457.2	21	19	33	45
1.1666e+07	1458.2	21	19	33	46
1.1674e+07	1459.3	21	19	33	47
