SampNo.	SampSec	Day	Hour	Minute	Second
1.1682e+07	1460.3	21	19	33	48
1.169e+07	1461.3	21	19	33	49
1.1698e+07	1462.3	21	19	33	50
1.1706e+07	1463.3	21	19	33	51
1.1714e+07	1464.3	21	19	33	52
1.1723e+07	1465.3	21	19	33	53
1.1731e+07	1466.3	21	19	33	54
1.1739e+07	1467.3	21	19	33	55
1.1747e+07	1468.3	21	19	33	56
1.1755e+07	1469.4	21	19	33	57
1.1763e+07	1470.4	21	19	33	58
1.1771e+07	1471.4	21	19	33	59
1.1779e+07	1472.4	21	19	34	0
1.1787e+07	1473.4	21	19	34	1
1.1795e+07	1474.4	21	19	34	2
1.1803e+07	1475.4	21	22	8	3
1.1812e+07	1476.4	21	19	34	4
1.182e+07	1477.5	21	19	34	5
1.1828e+07	1478.5	21	19	34	6
1.1836e+07	1479.5	21	19	34	7
1.1844e+07	1480.5	21	19	34	8
1.1852e+07	1481.5	21	19	34	9
1.186e+07	1482.5	21	19	34	10
1.1868e+07	1483.5	21	19	34	11
1.1876e+07	1484.5	21	19	34	12
1.1884e+07	1485.5	21	19	34	13
1.1892e+07	1486.6	21	19	34	14
1.1901e+07	1487.6	21	19	34	15
1.1909e+07	1488.6	21	19	34	16
1.1917e+07	1489.6	21	19	34	17
1.1925e+07	1490.6	21	19	34	18
1.1933e+07	1491.6	21	19	34	19
1.1941e+07	1492.6	21	19	34	20
1.1949e+07	1493.6	21	19	34	21
1.1957e+07	1494.6	21	19	34	22
1.1965e+07	1495.7	21	19	34	23
1.1973e+07	1496.7	21	19	34	24
1.1981e+07	1497.7	21	19	34	25
1.199e+07	1498.7	21	19	34	26
1.1998e+07	1499.7	21	19	34	27
1.2006e+07	1500.7	21	19	34	28
1.2014e+07	1501.7	21	19	34	29
1.2022e+07	1502.7	21	19	34	30
1.203e+07	1503.7	21	19	34	31
1.2038e+07	1504.8	21	19	34	32
1.2046e+07	1505.8	21	19	34	33
1.2054e+07	1506.8	21	19	34	34
1.2062e+07	1507.8	21	19	34	35
1.207e+07	1508.8	21	19	34	36
1.2079e+07	1509.8	21	19	34	37
1.2087e+07	1510.8	21	19	34	38
1.2095e+07	1511.8	21	19	34	39
1.2103e+07	1512.9	21	19	34	40
1.2111e+07	1513.9	21	19	34	41
1.2119e+07	1514.9	21	19	34	42
1.2127e+07	1515.9	21	19	34	43
1.2135e+07	1516.9	21	19	34	44
1.2143e+07	1517.9	21	19	34	45
1.2151e+07	1518.9	21	19	34	46
1.2159e+07	1519.9	21	19	34	47
1.2168e+07	1520.9	21	19	34	48
1.2176e+07	1522	21	19	34	49
1.2184e+07	1523	21	19	34	50
1.2192e+07	1524	21	19	34	51
1.22e+07	1525	21	19	34	52
1.2208e+07	1526	21	19	34	53
1.2216e+07	1527	21	19	34	54
1.2224e+07	1528	21	19	34	55
1.2232e+07	1529	21	19	34	56
1.224e+07	1530	21	19	34	57
1.2248e+07	1531.1	21	19	34	58
1.2257e+07	1532.1	21	19	34	59
1.2265e+07	1533.1	21	19	35	0
1.2273e+07	1534.1	21	19	35	1
1.2281e+07	1535.1	21	19	35	2
1.2289e+07	1536.1	21	19	35	3
1.2297e+07	1537.1	21	19	35	4
1.2305e+07	1538.1	21	19	35	5
1.2313e+07	1539.1	21	19	35	6
1.2321e+07	1540.2	21	19	35	7
1.2329e+07	1541.2	21	19	35	8
1.2337e+07	1542.2	21	19	35	9
1.2346e+07	1543.2	21	19	35	10
1.2354e+07	1544.2	21	19	35	11
1.2362e+07	1545.2	21	19	35	12
1.237e+07	1546.2	21	19	35	13
1.2378e+07	1547.2	21	19	35	14
1.2386e+07	1548.2	21	19	35	15
1.2394e+07	1549.3	21	19	35	16
1.2402e+07	1550.3	21	19	35	17
1.241e+07	1551.3	21	19	35	18
1.2418e+07	1552.3	21	19	35	19
1.2426e+07	1553.3	21	14	15	20
1.2435e+07	1554.3	21	19	35	21
1.2443e+07	1555.3	21	19	35	22
1.2451e+07	1556.3	21	19	35	23
1.2459e+07	1557.4	21	19	35	24
1.2467e+07	1558.4	21	19	35	25
1.2475e+07	1559.4	21	19	35	26
1.2483e+07	1560.4	21	19	35	27
1.2491e+07	1561.4	21	19	35	28
1.2499e+07	1562.4	21	19	35	29
1.2507e+07	1563.4	21	19	35	30
1.2515e+07	1564.4	21	19	35	31
1.2524e+07	1565.4	21	19	35	32
1.2532e+07	1566.5	21	19	35	33
1.254e+07	1567.5	21	19	35	34
1.2548e+07	1568.5	21	19	35	35
1.2556e+07	1569.5	21	19	35	36
1.2564e+07	1570.5	21	19	35	37
1.2572e+07	1571.5	21	19	35	38
1.258e+07	1572.5	21	19	35	39
1.2588e+07	1573.5	21	19	35	40
1.2596e+07	1574.5	21	19	35	41
1.2604e+07	1575.6	21	19	35	42
1.2613e+07	1576.6	21	19	35	43
1.2621e+07	1577.6	21	19	35	44
1.2629e+07	1578.6	21	19	35	45
1.2637e+07	1579.6	21	19	35	46
1.2645e+07	1580.6	21	19	35	47
1.2653e+07	1581.6	21	19	35	48
1.2661e+07	1582.6	21	19	35	49
1.2669e+07	1583.7	21	19	35	50
1.2677e+07	1584.7	21	19	35	51
1.2685e+07	1585.7	21	19	35	52
1.2693e+07	1586.7	21	19	35	53
1.2702e+07	1587.7	21	19	35	54
1.271e+07	1588.7	21	19	35	55
1.2718e+07	1589.7	21	19	35	56
1.2726e+07	1590.7	21	19	35	57
1.2734e+07	1591.7	21	19	35	58
1.2742e+07	1592.8	21	9	35	59
1.275e+07	1593.8	21	19	36	0
1.2758e+07	1594.8	21	19	36	1
1.2766e+07	1595.8	21	19	36	2
1.2774e+07	1596.8	21	19	36	3
1.2782e+07	1597.8	21	19	36	4
1.2791e+07	1598.8	21	19	36	5
1.2799e+07	1599.8	21	19	36	6
1.2807e+07	1600.8	21	19	36	7
1.2815e+07	1601.9	21	19	36	8
1.2823e+07	1602.9	21	19	36	9
1.2831e+07	1603.9	21	19	36	10
1.2839e+07	1604.9	21	19	36	11
1.2847e+07	1605.9	21	19	36	12
1.2855e+07	1606.9	21	19	36	13
1.2863e+07	1607.9	21	19	36	14
1.2871e+07	1608.9	21	19	36	15
1.288e+07	1609.9	21	19	36	16
1.2888e+07	1611	21	19	36	17
1.2896e+07	1612	21	19	36	18
1.2904e+07	1613	21	19	36	19
1.2912e+07	1614	21	19	36	20
1.292e+07	1615	21	19	36	21
1.2928e+07	1616	21	19	36	22
1.2936e+07	1617	21	19	36	23
1.2944e+07	1618	21	19	36	24
1.2952e+07	1619.1	21	19	36	25
1.2961e+07	1620.1	21	20	36	26
1.2969e+07	1621.1	21	19	36	27
1.2977e+07	1622.1	21	19	36	28
1.2985e+07	1623.1	21	19	36	29
1.2993e+07	1624.1	21	19	36	30
1.3001e+07	1625.1	21	19	36	31
1.3009e+07	1626.1	21	19	36	32
1.3017e+07	1627.1	21	19	36	33
1.3025e+07	1628.2	21	19	36	34
1.3033e+07	1629.2	21	19	36	35
1.3041e+07	1630.2	21	19	36	36
1.305e+07	1631.2	21	19	36	37
1.3058e+07	1632.2	21	19	36	38
1.3066e+07	1633.2	21	19	36	39
1.3074e+07	1634.2	21	19	36	40
1.3082e+07	1635.2	21	19	36	41
1.309e+07	1636.3	21	19	36	42
1.3098e+07	1637.3	21	19	36	43
1.3106e+07	1638.3	21	19	36	44
1.3114e+07	1639.3	21	19	36	45
1.3122e+07	1640.3	21	19	36	46
1.313e+07	1641.3	21	19	36	47
1.3139e+07	1642.3	21	19	36	48
1.3147e+07	1643.3	21	19	36	49
1.3155e+07	1644.3	21	19	36	50
1.3163e+07	1645.4	21	19	36	51
1.3171e+07	1646.4	21	19	36	52
1.3179e+07	1647.4	21	19	36	53
1.3187e+07	1648.4	21	19	36	54
1.3195e+07	1649.4	21	19	36	55
1.3203e+07	1650.4	21	19	36	56
1.3211e+07	1651.4	21	19	36	57
1.3219e+07	1652.4	21	19	36	58
1.3228e+07	1653.4	21	19	36	59
1.3236e+07	1654.5	21	19	37	0
1.3244e+07	1655.5	21	19	37	1
1.3252e+07	1656.5	21	19	37	2
1.326e+07	1657.5	21	19	37	3
1.3268e+07	1658.5	21	19	37	4
1.3276e+07	1659.5	21	19	37	5
1.3284e+07	1660.5	21	19	37	6
1.3292e+07	1661.5	21	19	37	7
1.33e+07	1662.6	21	19	37	8
1.3309e+07	1663.6	21	19	37	9
1.3317e+07	1664.6	21	19	37	10
1.3325e+07	1665.6	21	19	37	11
1.3333e+07	1666.6	21	19	37	12
1.3341e+07	1667.6	21	19	37	13
1.3349e+07	1668.6	21	19	37	14
1.3357e+07	1669.6	21	19	37	15
1.3365e+07	1670.6	21	19	37	16
1.3373e+07	1671.7	21	19	37	17
1.3381e+07	1672.7	21	19	37	18
1.3389e+07	1673.7	21	19	37	19
1.3398e+07	1674.7	21	19	37	20
1.3406e+07	1675.7	21	19	37	21
1.3414e+07	1676.7	21	19	37	22
1.3422e+07	1677.7	21	19	37	23
1.343e+07	1678.7	21	19	37	24
1.3438e+07	1679.7	21	19	37	25
1.3446e+07	1680.8	21	19	37	26
1.3454e+07	1681.8	21	19	37	27
1.3462e+07	1682.8	21	19	37	28
1.347e+07	1683.8	21	19	37	29
1.3478e+07	1684.8	21	19	37	30
1.3487e+07	1685.8	21	19	37	31
1.3495e+07	1686.8	21	19	37	32
1.3503e+07	1687.8	21	19	37	33
1.3511e+07	1688.9	21	19	37	34
1.3519e+07	1689.9	21	19	37	35
1.3527e+07	1690.9	21	19	37	36
1.3535e+07	1691.9	21	19	37	37
1.3543e+07	1692.9	21	19	37	38
1.3551e+07	1693.9	21	19	37	39
1.3559e+07	1694.9	21	19	37	40
1.3567e+07	1695.9	21	19	37	41
1.3576e+07	1696.9	21	19	37	42
1.3584e+07	1698	21	19	37	43
1.3592e+07	1699	21	19	37	44
1.36e+07	1700	21	19	37	45
1.3608e+07	1701	21	19	37	46
1.3616e+07	1702	21	19	37	47
1.3624e+07	1703	21	19	37	48
1.3632e+07	1704	21	19	37	49
1.364e+07	1705	21	19	37	50
1.3648e+07	1706	21	19	37	51
1.3656e+07	1707.1	21	19	37	52
1.3665e+07	1708.1	21	19	37	53
1.3673e+07	1709.1	21	19	37	54
1.3681e+07	1710.1	21	19	37	55
1.3689e+07	1711.1	21	19	37	56
1.3697e+07	1712.1	21	19	37	57
1.3705e+07	1713.1	21	19	37	58
1.3713e+07	1714.1	21	19	37	59
1.3721e+07	1715.1	21	19	38	0
1.3729e+07	1716.2	21	19	38	1
1.3737e+07	1717.2	21	19	38	2
1.3745e+07	1718.2	21	19	38	3
1.3754e+07	1719.2	21	19	38	4
1.3762e+07	1720.2	21	19	38	5
1.377e+07	1721.2	21	19	38	6
1.3778e+07	1722.2	21	19	38	7
1.3786e+07	1723.2	21	19	38	8
1.3794e+07	1724.2	21	19	38	9
1.3802e+07	1725.3	21	19	38	10
1.381e+07	1726.3	21	19	38	11
1.3818e+07	1727.3	21	19	38	12
1.3826e+07	1728.3	21	19	38	13
1.3834e+07	1729.3	21	19	38	14
1.3843e+07	1730.3	21	19	38	15
1.3851e+07	1731.3	21	19	38	16
1.3859e+07	1732.3	21	19	38	17
1.3867e+07	1733.4	21	19	38	18
1.3875e+07	1734.4	21	19	38	19
1.3883e+07	1735.4	21	19	38	20
1.3891e+07	1736.4	21	19	38	21
1.3899e+07	1737.4	21	19	38	22
1.3907e+07	1738.4	21	19	38	23
1.3915e+07	1739.4	21	19	38	24
1.3923e+07	1740.4	21	19	38	25
1.3932e+07	1741.4	21	19	38	26
1.394e+07	1742.5	21	19	38	27
1.3948e+07	1743.5	21	19	38	28
1.3956e+07	1744.5	21	19	38	29
1.3964e+07	1745.5	21	19	38	30
1.3972e+07	1746.5	21	19	38	31
1.398e+07	1747.5	21	19	38	32
1.3988e+07	1748.5	21	19	38	33
1.3996e+07	1749.5	21	19	38	34
1.4004e+07	1750.5	21	19	38	35
1.4012e+07	1751.6	21	19	38	36
1.4021e+07	1752.6	21	19	38	37
1.4029e+07	1753.6	21	19	38	38
1.4037e+07	1754.6	21	19	38	39
1.4045e+07	1755.6	21	19	38	40
1.4053e+07	1756.6	21	19	38	41
1.4061e+07	1757.6	21	19	38	42
1.4069e+07	1758.6	21	19	38	43
1.4077e+07	1759.6	21	9	38	44
1.4085e+07	1760.7	21	19	38	45
1.4093e+07	1761.7	21	19	38	46
1.4101e+07	1762.7	21	19	38	47
1.4109e+07	1763.7	21	19	38	48
1.4118e+07	1764.7	21	19	38	49
1.4126e+07	1765.7	21	19	38	50
1.4134e+07	1766.7	21	19	38	51
1.4142e+07	1767.7	21	19	38	52
1.415e+07	1768.7	21	19	38	53
1.4158e+07	1769.8	21	19	38	54
1.4166e+07	1770.8	21	19	38	55
1.4174e+07	1771.8	21	19	38	56
1.4182e+07	1772.8	21	19	38	57
1.419e+07	1773.8	21	19	38	58
1.4198e+07	1774.8	21	19	38	59
1.4207e+07	1775.8	21	19	39	0
1.4215e+07	1776.8	21	19	39	1
1.4223e+07	1777.8	21	19	39	2
1.4231e+07	1778.9	21	19	39	3
1.4239e+07	1779.9	21	19	39	4
1.4247e+07	1780.9	21	19	39	5
1.4255e+07	1781.9	21	19	39	6
1.4263e+07	1782.9	21	19	39	7
1.4271e+07	1783.9	21	19	39	8
1.4279e+07	1784.9	21	19	39	9
1.4287e+07	1785.9	21	19	39	10
1.4296e+07	1786.9	21	19	39	11
1.4304e+07	1788	21	19	39	12
1.4312e+07	1789	21	19	39	13
1.432e+07	1790	21	19	39	14
1.4328e+07	1791	21	19	39	15
1.4336e+07	1792	21	19	39	16
1.4344e+07	1793	21	19	39	17
1.4352e+07	1794	21	19	39	18
1.436e+07	1795	21	19	39	19
1.4368e+07	1796	21	19	39	20
1.4376e+07	1797.1	21	19	39	21
1.4385e+07	1798.1	21	19	39	22
